,rating,unique_id,Combination,Dry,Normal,Oily,Sensitive,Ageing,Blackheads,Blemishes,DarkCircles,Dryness,Dullness,FineLines&Wrinkles,Firmness&Elasticity,Oiliness,Pigmentation&DarkSpots,Puffiness,UnevenSkinTexture,UnevenSkinTone,VisiblePores,Balm,Bar,ClayMud,Cream,Foam,Gel,Liquid,Lotion,Oil,Powder,Wipe,20s,30s,40s,50+,Under20
124,5.0,GALLINÉE-Face Foaming Cleanser,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
125,4.6,LANCÔME-Crème Mousse-Confort,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
126,4.4,LAB SERIES-Anti-Age Max LS Cleanser,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
127,4.4,MALIN + GOETZ-Grapefruit Face Cleanser,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
128,4.3,SHISEIDO-Future Solution LX Extra Rich Cleansing Foam,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
129,4.4,FRANK BODY-Charcoal Face Cleanser,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
130,4.0,PAI SKINCARE-Light Work Rosehip Fruit Extract Cleansing Oil,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
131,5.0,PIXI-Hydrating Milky Cleanser,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
132,4.5,BOSCIA-Purifying Cleansing Gel,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
133,3.8,PIXI-Retinol Jasmine Cleanser,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
134,4.3,ALLIES OF SKIN-Molecular Silk Amino Hydrating Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
135,4.1,BIOSSANCE-Squalane + Antioxidant Cleansing Oil,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
136,5.0,DIOR-Diorsnow Essence Of Light Purifying Brightening Foam,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
137,5.0,CLINIQUE-All About Clean™ Foaming Facial Soap,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
138,4.4,LAURA MERCIER-Balancing Foaming Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
139,4.4,BY TERRY-Baume De Rose Bi-Phase Make-Up Remover,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
140,3.7,LIXIRSKIN-Electrogel Cleanser,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
141,4.4,GIVENCHY-Skin Ressource Cleansing Micellar Water,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
142,4.3,LA MER-The Cleansing Micellar Water,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
143,4.5,DRUNK ELEPHANT-Pekee Bar™,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
144,3.0,BYBI BEAUTY-Milk Melt Cleanser,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
145,5.0,VOTARY-Clarifying Cleansing Oil - Rosemary And Oat,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
146,3.2,PETER THOMAS ROTH-Anti-Aging Makeup Removing Cleansing Oil,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
147,4.6,JUICE BEAUTY-Stem Cellular™ 2-In-1 Cleanser,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
148,4.0,SHISEIDO-Extra Rich Cleansing Milk,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
149,4.4,ELEMIS-Superfood Cica Calm Cleansing Foam,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
150,4.3,DRGL-Cleanser Brightening,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
151,3.8,CLINIQUE-All-in-One Cleansing Micellar Milk + Makeup Remover,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
152,4.7,DIOR-Capture Totale Super Potent Cleanser Anti-Pollution Purifying Foam,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
153,4.6,ESTÉE LAUDER-Advanced Night Micro Cleansing Balm,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
154,4.3,EVE LOM-Cleanser,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
155,4.6,ALPHA-H-Melting Moment Cleansing Balm with Wild Orange Leaf Extract,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
156,5.0,TALIKA-Skintelligence Hydra - Moisturising Foaming Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
157,4.5,SEPHORA COLLECTION-Cleansing & Soothing Micellar Gel,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
158,5.0,SKIN INC-Pure Serum Infused O2 Cleanser,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1
159,4.3,MARIO BADESCU-Gentle Foaming Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
160,3.6,ALPHA-H-Everyday Fresh Cotton Cloths,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
161,4.0,PIXI-Double Cleanse,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
162,4.3,SKIN INC-Pure Prodew Cleansing Foam,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
163,4.2,PIXI-Glow Mud Cleanser,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
164,4.4,GLO SKIN BEAUTY-Hydra-Bright AHA Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
165,3.7,CLINIQUE-All About Clean™ Liquid Facial Soap (Extra Mild),1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
166,4.4,SATURDAY SKIN-Melt+ Cleanse Makeup Melting Balm,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
167,4.4,PETER THOMAS ROTH-Pre-Treatment Exfoliating Cleanser,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
168,4.4,FRESH-Cleanse & Treat Trio (Christmas Limited Edition),1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1
169,4.4,BY TERRY-Cellularose Micellar Water Cleanser,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
170,4.3,VOTARY-Cleansing Oil - Rose Geranium And Apricot,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
171,4.4,SATURDAY SKIN-Rise + Shine Gentle Cleanser,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
172,4.4,EVE LOM-Foaming Cream Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
173,4.4,GIVENCHY-Skin Ressource Liquid Cleansing Balm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
174,4.4,MAC COSMETICS-Lightful C³ Clarifying Gel-To-Foam Deep Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
175,4.5,ESTÉE LAUDER-Perfectly Clean Multi-Action Cleansing Gelee/Refiner 150ml,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
176,4.3,LA MER-The Cleansing Gel,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
177,4.3,FIRST AID BEAUTY-Pure Skin Deep Cleanser With Red Clay,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
178,5.0,MALIN + GOETZ-Facial Cleansing Oil,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
179,4.3,VOTARY-Cleansing Oil - Rose Geranium And Apricot,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
180,4.4,SATURDAY SKIN-Rise + Shine Gentle Cleanser,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
181,4.4,EVE LOM-Foaming Cream Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
182,4.4,GIVENCHY-Skin Ressource Liquid Cleansing Balm,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
183,4.4,MAC COSMETICS-Lightful C³ Clarifying Gel-To-Foam Deep Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
184,4.3,LA MER-The Cleansing Gel,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
185,4.5,ESTÉE LAUDER-Perfectly Clean Multi-Action Cleansing Gelee/Refiner 150ml,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
186,5.0,DIOR-Prestige La Mousse Micellaire Face Cleanser,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
187,4.4,FOREO-Micro-Foam Cleanser,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
188,3.0,DRGL-Cleanser Acne,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
189,4.0,GLAMGLOW-Supercleanse™ Clearing Cream-to-Foam Cleanser,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1
190,4.4,DRGL-Cleanser Clarifying,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
191,3.7,JUICE BEAUTY-Green Apple Brightening Gel Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
192,4.5,PETER THOMAS ROTH-Water Drench Hyaluronic Cloud Makeup Removing Gel Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
193,4.3,FIRST AID BEAUTY-Pure Skin Deep Cleanser With Red Clay,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
194,4.4,GUERLAIN-Abeille Royale Cleansing Oil,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
195,4.4,INNISFREE-Green Tea Hydrating Amino Acid Cleansing Water,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
196,4.5,DERMALOGICA-Ultracalming™ Cleanser,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
197,4.5,DERMALOGICA-Active Clay Cleanser,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
198,4.4,LANEIGE-Water Bank Blue Hyaluronic Cleansing Gel,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
199,4.4,BY TERRY-Baume De Rose Micellar Water,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
200,5.0,HANZ DE FUKO-Gentle Face Wash,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
201,3.0,DOERS OF LONDON-Facial Cleanser,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
202,4.8,THREE-Balancing Foam R,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
203,4.8,DRGL-Cleanser Oil Control,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
204,4.8,BYBI BEAUTY-Swipe Clean Facial Cleansing Oil and Makeup Remover,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
205,4.0,GLAMGLOW-Gentlebubble™ Daily Conditioning Cleanser,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
206,4.0,ELEMIS-Dynamic Resurfacing Facial Wash,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
207,4.2,CLE DE PEAU-Softening Cleansing Foam,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
208,4.1,JUICE BEAUTY-Blemish Clearing Cleanser,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
209,3.6,INDIE LEE-Soothing Cleanser,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
210,4.0,DRGL-Cleanser Lightening Plus,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
211,3.4,ORIGINS-Clear Improvement™ Zero Oil Active Charcoal Detoxifying Cleanser to Clear Pores,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
212,4.2,EDIBLE BEAUTY-No. 1 Belle Frais Cleansing Milk,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
213,3.3,MARIO BADESCU-Orange Cleansing Soap,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
214,3.8,MARIO BADESCU-Seaweed Cleansing Soap,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
215,3.8,KOPARI-Tropical Glow Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
216,1.0,STARSKIN-ORGLAMIC™ Celery Juice Healthy Hybrid Cleansing Balm,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
217,3.0,EVE LOM-Gel Balm Cleanser,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
218,4.3,SUNDAY RILEY-Blue Moon Tranquility Cleansing Balm,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
219,3.5,DEAR DAHLIA-Skin Conditioning Micellar Cleansing Water,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
220,4.4,PAI SKINCARE-Middlemist Seven Camellia & Rose Gentle Cream Cleanser,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
221,4.5,KORA ORGANICS BY MIRANDA KERR-Milky Mushroom Gentle Cleansing Oil,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
222,4.4,ALPHA-H-Triple Action Cleanser,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
223,4.0,FARMACY-Clean Bee Ultra-Gentle Facial Cleanser,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
224,4.5,BOSCIA-MakeUp-BreakUp Cool Cleansing Oil,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
225,4.4,BURT'S BEES-Sensitive Facial Cleanser,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
226,4.3,TARTE-Sea Deep Dive Makeup Removing Gel Cleanser,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
227,4.6,DERMALOGICA-Precleanse,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
228,4.4,LANEIGE-Water Bank Blue Hyaluronic Cleansing Oil,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
229,5.0,DIOR-Cleansing Milk,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
230,5.0,FRESH-Cleanse & Moisturize Duo,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
231,5.0,SKYN ICELAND-Micellar Cleansing Water,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
232,4.4,BY TERRY-Cellularose Cleansing Oil,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
233,4.3,DRUNK ELEPHANT-E-Rase™ Milki Micellar Water,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
234,4.4,LAURA MERCIER-Soothing Eye Makeup Remover,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
235,4.0,DRUNK ELEPHANT-E-Rase™ Milki Micellar Water Midi,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
236,4.5,LANCÔME-Galateis Douceur,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
237,4.4,LAB SERIES-Daily Rescue Gel Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
238,4.5,CLINIQUE-Take The Day Off Cleansing Oil,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
239,4.2,SEPHORA COLLECTION-Original Cleansing Face Wipes (Mini),1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
240,4.4,SEPHORA COLLECTION-Men Exfoliating Cleansing Gel,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
241,4.1,NUDESTIX-Gentle Hyra-Gel Face Cleanser,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
242,4.2,SEPHORA COLLECTION-All-Over Face & Body Solid Cleanser,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
243,4.7,KORA ORGANICS BY MIRANDA KERR-Turmeric Glow Foaming Cleanser,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
244,3.7,BURT'S BEES-Intense Hydration Cream Cleanser,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
245,3.9,BURT'S BEES-Soap Bark & Chamomile Deep Cleansing Cream,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
246,5.0,BOBBI BROWN-Soothing Cleansing Oil Duo,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
247,4.8,SULWHASOO-Snowise Brightening Cleansing Foam Facial Cleanser,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
248,4.5,SAND & SKY-Australian Pink Clay - Deep Pore Cleanser,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
249,4.3,OLE HENRIKSEN-Splashing Stars Cleanser & Scrub Duo,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
250,4.4,LAURA MERCIER-Purifying Micellar Water,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
251,5.0,LAURA MERCIER-Skin Essentials Collection,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0
252,3.3,BYBI BEAUTY-Crystal Clear Gel Cleanser,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
253,4.5,AUGUSTINUS BADER-The Cream Cleansing Gel,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
254,4.2,PETER THOMAS ROTH-Acne Clearing Wash,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
255,4.6,CLINIQUE-Anti-Blemish Solutions Cleansing Gel,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
256,5.0,WANDER BEAUTY-Drift Away™ Cleanser,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
257,5.0,ELEMIS-Pro-Collagen Cleansing Balm,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
