,rating,unique_id,Combination,Dry,Normal,Oily,Sensitive,Ageing,Blackheads,Blemishes,Dryness,Dullness,FineLines&Wrinkles,Firmness&Elasticity,Oiliness,Pigmentation&DarkSpots,Puffiness,UnevenSkinTexture,UnevenSkinTone,VisiblePores,Balm,Cream,Foam,Gel,Liquid,Lotion,Oil,20s,30s,40s,50+,Under20
137,3.0,WEI-Five Sacred Grains Perfect Radiance Pudding Cream Moisturiser,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
138,5.0,CLINIQUE-Moisture Surge™ 100H Auto-Replenishing Hydrator (Limited Edition),1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
139,4.5,LANEIGE-Perfect Renew Youth Regenerating Cream,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
140,3.6,SHISEIDO-White Lucent Overnight Cream and Mask,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
141,4.4,LANEIGE-Perfect Renew Youth Emulsion,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
142,4.2,GLAMGLOW-Waterburst™ Hydrated Glow Moisturizer,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
143,4.6,CLINIQUE-Moisture Surge Intense 72Hr Lipid-Replenishing Hydrator,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
144,4.0,SHISEIDO-Treatment Softener Enriched Lotion,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
145,4.0,GUERLAIN-Abeille Royale Night Cream,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
146,4.4,CLE DE PEAU-Intensive Fortifying Cream,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
147,4.4,ALLIES OF SKIN-Multi Nutrient & Dioic Renewing Cream,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
148,4.4,TALIKA-Skintelligence Anti-Age - Regenerating Night Cream,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
149,4.4,EVE LOM-Moisture Lotion,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
150,4.2,EDIBLE BEAUTY-& Coco Bliss Intensive Repair,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
151,4.0,BOSCIA-Chia Seed Moisture Cream,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
152,4.4,SHISEIDO-Vital-perfection White Revitalizing Emulsion Enriched,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
153,4.4,INNISFREE-Green Tea Seed Cream,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
154,4.4,NUDESTIX-Citrus-C Mask & Daily Moisturizer,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
155,4.0,DERMALOGICA CLEAR START-Cooling Aqua Jelly,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
156,4.4,KOPARI-Moisture Whipped Ceramide Cream,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
157,4.0,THE INKEY LIST-Retinol Eye Cream,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
158,5.0,WEI-Royal Ming Empress Cream Moisturiser,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1
159,4.4,EVE LOM-TLC Moisturizing Cream,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
160,4.3,TATCHA-The Silk Cream,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
161,4.4,LA MER-Blue Heart Crème De La Mer (Limited Edition),1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
162,4.7,LANCÔME-Clarifique Brightening Plumping Milky Cream,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1
163,4.8,LANEIGE-Time Freeze Intensive Cream EX,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
164,4.0,ORIGINS-Ginzing Oil-Free Energy-Boosting Gel Moisturizer,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
165,3.5,BURT'S BEES-Sensitive Night Cream,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
166,4.2,DR. DENNIS GROSS-Ferulic + Retinol Anti-Aging Moisturizer,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0
167,4.0,SUNDAY RILEY-C.E.O. C + E Antioxidant Protect + Repair Moisturizer,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
168,4.3,SKYN ICELAND-The Antidote Cooling Daily Lotion,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
169,3.2,SKYN ICELAND-Oxygen Infusion Night Cream,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
170,4.6,GALLINÉE-Hydrating Face Cream,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1
171,4.2,FIRST AID BEAUTY-Skin Rescue Daily Face Cream,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
172,5.0,WEI-Royal Ming Imperial Lotion Moisturiser,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
173,4.0,SULWHASOO-Essential Balancing Emulsion EX Moisturiser,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
174,4.4,ORIGINS-Make A Difference™ Plus+ Rejuvenating Treatment,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
175,4.4,ELEMIS-Superfood Night Cream,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
176,4.4,TATCHA-The Water Cream,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
177,4.0,THE INKEY LIST-Omega Water Cream,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
178,5.0,LAURA MERCIER-Skin Essentials Collection,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0
179,4.2,SKYN ICELAND-Pure Cloud Cream,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
180,5.0,CLINIQUE-Repairwear Laser Focus Night Line Smoothing Cream,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
181,4.4,FOR BELOVED ONE-Melasleep Brightening Lumi's Key Lotion,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1
182,3.2,KOPARI-Coconut Water Moisture Cream,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1
183,4.0,PIXI-Beauty Sleep Cream,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
184,4.3,CAUDALIE-Premier Cru Cream,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
185,4.0,BURT'S BEES-Skin Nourishment Night Cream,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
