,rating,unique_id,Combination,Dry,Normal,Oily,Sensitive,Ageing,Blackheads,Blemishes,DarkCircles,Dryness,Dullness,FineLines&Wrinkles,Firmness&Elasticity,Oiliness,Pigmentation&DarkSpots,Puffiness,UnevenSkinTexture,UnevenSkinTone,VisiblePores,Cream,Gel,Liquid,Lotion,Sheet,Spray,Wipe,20s,30s,40s,50+,Under20
129,5.0,EVE LOM-Rescue Peel Pads,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
130,3.5,EVE LOM-Rescue Toner,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
131,3.8,PIXI-Collagen Tonic,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
132,4.5,PIXI-Vitamin C Tonic Holiday Edition Brightening Toner (Limited Edition),1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
133,4.3,PURPOSEFUL SKINCARE BY ALLIES (PSA)-Heroine Mandelic & Licorice Superfood Glow Toner,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
134,4.1,HERBIVORE BOTANICALS-Jasmine Green Tea Balancing Toner,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
135,4.3,SHISEIDO-Vital-perfection White Revitalizing Emulsion,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
136,4.3,SHISEIDO-Vital-perfection White Revitalizing Emulsion Enriched,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
137,4.3,ALPHA-H-Generation Glow Daily Resurfacing Essence,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
138,4.8,DERMALOGICA-Antioxidant Hydramist,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
139,4.3,PIXI-Glow Tonic (Christmas Limited Edition),1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1
140,4.7,ORIGINS-Checks & Balances Frothy Face Wash Duo,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1
141,4.4,THE ORDINARY-Glycolic Acid 7% Toning Solution,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
142,3.6,DR.JART+-V7 Toner,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
143,5.0,CLINIQUE-Clarifying Lotion 2 - Dry Combination Skin (Limited Edition),1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1
144,4.3,BYBI BEAUTY-Mega Mist,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
145,4.3,ELEMIS-Dynamic Resurfacing Pads,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1
146,4.5,SULWHASOO-Essential Balancing Water EX Toner,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
147,4.0,SEPHORA COLLECTION-Glow Peel Pads,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
148,4.0,LANEIGE-Time Freeze Skin Refiner,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1
149,4.4,OLE HENRIKSEN-Jumbo Glow2OH™ Dark Spot Toner,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
150,4.3,WANDER BEAUTY-Mist Connection Essence And Toner,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
151,4.0,FOR BELOVED ONE-Advanced Hyaluronic Acid GHK-Cu Moisturizing Toner,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
152,4.3,AUGUSTINUS BADER-The Essence,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1
153,4.3,LAB SERIES-Anti-Age Max LS Lotion Refill,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
154,5.0,ESTÉE LAUDER-Soft Clean Silky Hydrating Skincare Lotion,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
155,4.7,LANEIGE-Essential Balancing Skin Refiner Light,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
