pdt_url,brand,pdt_name,price,rating,num_reviews,sephora_exclusive
https://www.sephora.sg/products/la-mer-skincare-ritual-set,LA MER,Skincare Ritual Set,595.0,NA,NA,0
https://www.sephora.sg/products/fresh-seaberry-skin-nutrition-cleansing-oil,FRESH,Seaberry Skin Nutrition Cleansing Oil,68.0,4.5,305,0
https://www.sephora.sg/products/mario-badescu-glycolic-foaming-cleanser,MARIO BADESCU,Glycolic Foaming Cleanser,28.0,4.3,331,SEPHORA EXCLUSIVE
https://www.sephora.sg/products/pixi-skintreats-clarity-cleanser,PIXI,Skintreats Clarity Cleanser,31.0,3.5,4,0
https://www.sephora.sg/products/boscia-cryosea-firming-icy-cold-cleanser,BOSCIA,Cryosea Firming Icy-Cold Cleanser,54.0,1.0,1,SEPHORA EXCLUSIVE
https://www.sephora.sg/products/tarte-knockout-daily-exfoliating-cleanser/v/124ml,TARTE,Knockout Daily Exfoliating Cleanser,42.0,4.1,100,SEPHORA EXCLUSIVE
https://www.sephora.sg/products/biossance-squalane-plus-elderberry-jelly-cleanser,BIOSSANCE,Squalane + Elderberry Jelly Cleanser,44.0,3.7,231,SEPHORA EXCLUSIVE
https://www.sephora.sg/products/pixi-rose-cream-cleanser,PIXI,Rose Cream Cleanser,32.0,3.9,54,0
https://www.sephora.sg/products/mario-badescu-cleansing-oil,MARIO BADESCU,Cleansing Oil,30.0,NA,NA,0
https://www.sephora.sg/products/caudalie-skincare-bestie-box,CAUDALIE,Skincare Bestie Box,121.0,3.5,2,SEPHORA EXCLUSIVE
https://www.sephora.sg/products/caudalie-summer-travel-skincare-set-limited-edition,CAUDALIE,Summer Travel Skincare Set (Limited Edition),39.0,5.0,1,SEPHORA EXCLUSIVE
https://www.sephora.sg/products/indie-lee-discovery-kit,INDIE LEE,Discovery Kit,43.0,4.2,114,SEPHORA EXCLUSIVE
https://www.sephora.sg/products/herbivore-botanicals-mushroom-magic-skincare-set-christmas-limited-edition,HERBIVORE BOTANICALS,Mushroom Magic Skincare Set Christmas (Limited Edition),52.0,5.0,1,NEW | SEPHORA EXCLUSIVE
https://www.sephora.sg/products/sulwhasoo-skincare-essentials-kit,SULWHASOO,Skincare Essentials Kit,65.0,NA,NA,NEW | SEPHORA EXCLUSIVE
https://www.sephora.sg/products/eve-lom-iconic-cleanse-ornament-set-christmas-limited-edition,EVE LOM,Iconic Cleanse Ornament Set (Christmas Limited Edition),45.0,NA,NA,NEW | SEPHORA EXCLUSIVE
https://www.sephora.sg/products/lab-series-skincare-starter-kit-limited-edition,LAB SERIES,Skincare Starter Kit (Limited Edition),108.0,NA,NA,NEW | SEPHORA EXCLUSIVE
https://www.sephora.sg/products/origins-dr-weil-for-origins-mega-mushroom-skin-relief-micellar-cleanser,ORIGINS,Dr. Weil For Origins™ Mega-Mushroom Skin Relief Micellar Cleanser,64.0,4.5,96,0
https://www.sephora.sg/products/elemis-superfood-aha-glow-cleansing-butter,ELEMIS,Superfood AHA Glow Cleansing Butter,60.0,NA,NA,0
https://www.sephora.sg/products/tatcha-the-texture-tonic,TATCHA,The Texture Tonic,100.0,4.7,212,SEPHORA EXCLUSIVE
